ticket,time,author,field,oldvalue,newvalue
20,13:00:09-05:00,campbell,comment,7,"Discussed query constraints for user interface to be built employing i2b2 metadataxml which we are also constructing for our data warehouse organized by observable code.  Example below illustrative of xml for selection of 'state' code in i2b2


<?xml version=""1.0""?>
<ValueMetadata>
<Version>3.02</Version>
<CreationDateTime>11/04/2014 11:02:00</CreationDateTime>
<TestID>LOINC:46499-0</TestID>
<TestName>State</TestName>
<DataType>Enum</DataType>
<Flagstouse></Flagstouse>
<Oktousevalues>N</Oktousevalues>
<EnumValues>
<Val description=""Aguascalientes"">AG</Val>
<Val description=""Alabama"">AL</Val>
<Val description=""Alaska"">AK</Val>
<Val description=""Alberta"">AB</Val>
<Val description=""American Samoa, South Pacific"">AS</Val>
<Val description=""Arizona"">AZ</Val>
<Val description=""Arkansas"">AR</Val>
<Val description=""Armed Forces Americas"">AA</Val>
<Val description=""Armed Forces Europe"">AE</Val>
<Val description=""Armed Forces Pacific"">AP</Val>
<Val description=""Baja California Sur"">BS</Val>
<Val description=""Baja California"">BJ</Val>
<Val description=""British Columbia"">BC</Val>
<Val description=""California"">CA</Val>
<Val description=""Campeche"">CP</Val>
<Val description=""Chiapas"">CH</Val>
<Val description=""Chihuahua"">CI</Val>
<Val description=""Coahuila"">CU</Val>
<Val description=""Colima"">CL</Val>
<Val description=""Colorado"">CO</Val>
<Val description=""Connecticut"">CT</Val>
<Val description=""Delaware"">DE</Val>
<Val description=""District of Columbia"">DC</Val>
<Val description=""Distrito Federal"">DF</Val>
<Val description=""Durango"">DG</Val>
<Val description=""Federated States of Micronesia"">FM</Val>
<Val description=""Florida"">FL</Val>
<Val description=""Georgia"">GA</Val>
<Val description=""Guam"">GU</Val>
<Val description=""Guanajuato"">GJ</Val>
<Val description=""Guerrero"">GR</Val>
....
</EnumValues>
<UnitValues>
</UnitValues>
</ValueMetadata>"
20,13:02:17-05:00,campbell,comment,8,"If we proceed with this design, should discuss where we would maintain metadataxml reference table for access by software developers on both platforms."
9,11:20:46-05:00,wcampbel,comment,19,"Yesh loading LOINC ontology/metadata.  Finish by today.

Jay loading SNOMED CT diagnoses in SCILHS metadata model.  4 - 6 hours work left.

JRC to ping Jeff Klann for follow up.  Add total parenteral nutrition (IV feeding) as an ingredient."
27,11:25:09-05:00,wcampbel,comment,3,Scott to check if username/password execution is encrypted behind the firewall.
13,11:28:56-05:00,wcampbel,comment,4,JRC started draft protocol.  WSC to get ABx logic rules and post.
24,11:31:50-05:00,wcampbel,comment,6,JGP has audit algorithm to monitor.
24,11:33:50-05:00,wcampbel,comment,7,Follow up meeting on Wednesday to discuss this issue and other graphDB issues.
25,11:34:55-05:00,wcampbel,comment,5,Yesh to get this addressed this week.
3,11:36:10-05:00,wcampbel,comment,7,RII to have codes to us next week for review.
3,11:37:28-05:00,wcampbel,comment,8,WSC to get ICCR template and upload
26,11:40:20-05:00,wcampbel,comment,3,See LOINC metadata build comments.  Review of ontology organization will be done via i2b2.  Yesh to have loaded for Observables call on 6/13
25,10:17:05-05:00,yeshwanth.narayana,comment,6,"Currently TRAC is being backed-up every morning at 2:10am. We need configuration parameters for DoBackup.cfg.

Will add steps to backup GITLAB."
24,10:58:41-05:00,jpedersen,comment,8,"Specifically, this issue relates to SynopticObservation nodes, which have either a questionId or answerId which do not link to SNOMED CT codes in the database.

NOTE: the ""with"" clause after the OPTIONAL MATCH in the following CYPHER queries is crucial to correct operation.  Attemping to use ""where r is null"" in the OPTIONAL MATCH will yield an incorrect (too large) result. See: https://dzone.com/articles/new-neo4j-optional

To look for SynopticObservation nodes with unlinked questionId:
{{{
match (e:SynopticObservation) where length(e.questionId) > 0
optional match (e)-[r:HAS_QUESTION]-(f:ObjectConcept {sctid: e.questionId})
with e, r, f where r is null
return e
}}}

To determine the distinct set of questionId values associated with these unlinked questionId nodes:
{{{
match (e:SynopticObservation) where length(e.questionId) > 0
optional match (e)-[r:HAS_QUESTION]-(f:ObjectConcept {sctid: e.questionId})
with e, r, f where r is null
return distinct e.questionId
}}}

To look for unlinked answerId values in SynopticObservation nodes:
{{{
match (e:SynopticObservation) where length(e.answerId) > 0
optional match (e)-[r:HAS_ANSWER]-(f:ObjectConcept {sctid: e.answerId})
with e, r, f where r is null
return e
}}}

To look for the answerId values associated with these SynopticObservation nodes:
{{{
match (e:SynopticObservation) where length(e.answerId) > 0
optional match (e)-[r:HAS_ANSWER]-(f:ObjectConcept {sctid: e.answerId})
with e, r, f where r is null
return distinct e.answerId
}}}

"
9,11:10:51-05:00,wcampbel,comment,20,"Rx done
Dx for SCILHS almost complete
Yesh working on panels

6 month refresh cycle for metadata distribution, deploy from our servers

Set up conference call with Shawn Murphy and Jeff Klan to discuss metadata acceptability for SCILHS use.

new ticket for load scripts development."
27,11:13:26-05:00,wcampbel,comment,4,Scott waiting response from Lisa Bazis
19,11:14:46-05:00,campbell,comment,4,JP and JRC plan to expand the paper submitted to AMIA and publish 
13,11:24:41-05:00,wcampbel,comment,5,Scott to share Labpoint work on ELIRT 3.0 and use as template for ongoing micro modelling development/implementation
3,11:27:47-05:00,wcampbel,comment,9,"Awaiting on Melanoma responses from RII within next two weeks.

WSC to get Survey Monkey out to ICCR for processing"
20,11:45:57-05:00,wcampbel,comment,9,"Rachael ready for Wednesday meeting.

Jay to coordinate with JRC and Yesh to load into staging table and into DEID.  Include biospecimen data

"
25,11:53:02-05:00,wcampbel,comment,7, How to put onto box (no sync)
26,11:55:11-05:00,wcampbel,comment,4,"Yesh to add panel codes.

Daniel Karlsson to get additional 350 codes defined as used by UNMC."
24,10:58:41-05:00,jpedersen,_comment0,"Specifically, this issue relates to SynopticObservation nodes, which have either a questionId or answerId which do not link to SNOMED CT codes in the database.

These codes will generally be Nebraska Lexicon codes related to CAP Synoptic Worksheets which have been encoded into SNOMED CT (via NE Lexicon codes)

To look for these cases, the following CYPHER can be used, first draft:
{{{
match (a:SynopticObservation)--(b) where NOT (a)-[:HAS_QUESTION]->(b) return a
}}}

Attempt at optimized query, in -progress:
{{{
match (a:SynopticObservation)
optional match (b:ObjectConcept {sctid: a.questionId})
<return-statement-where-b-is-null-TBD>
}}}
",1497894068685260
24,10:58:41-05:00,jpedersen,_comment1,"Specifically, this issue relates to SynopticObservation nodes, which have either a questionId or answerId which do not link to SNOMED CT codes in the database.

To look for SynopticObservation nodes with unlinked questionId:
{{{
match (a:SynopticObservation) where length(a.questionId) > 0
with collect(distinct a.questionId) as c1
match (b:ObjectConcept) where b.sctid in c1
with c1,collect(distinct b.sctid) as c2
with c1,c2,filter(id in c1 where not id in c2 and length(id)>0) as c3
with c3
match (a:SynopticObservation) where a.questionId in c3
return 'There are '+length(c3)+' distinct unlinked questionId values, contained in '+count(a)+' SynopticObservation nodes.'
}}}

NOTE: {{{return c3}}} to obtain the exact codes and {{{return a}}} to return the exact SynopticObservation nodes with this issue.

Look for SynopticObservation with a missing answerId:
{{{
match (a:SynopticObservation) where length(a.answerId) > 0
with collect(distinct a.answerId) as c1
match (b:ObjectConcept) where b.sctid in c1
with c1,collect(distinct b.sctid) as c2
with c1,c2,filter(id in c1 where not id in c2 and length(id)>0) as c3
with c3
match (a:SynopticObservation) where a.answerId in c3
return 'There are '+length(c3)+' distinct unlinked answerId values, contained in '+count(a)+' SynopticObservation nodes.'
}}}

NOTE: {{{return c3}}} to obtain the exact codes and {{{return a}}} to return the exact SynopticObservation nodes with this issue.",1497896615148471
24,10:58:41-05:00,jpedersen,_comment2,"Specifically, this issue relates to SynopticObservation nodes, which have either a questionId or answerId which do not link to SNOMED CT codes in the database.

To look for SynopticObservation nodes with unlinked questionId:
{{{
match (e:SynopticObservation) where length(e.questionId) > 0
optional match (e)-[r:HAS_QUESTION]-(f:ObjectConcept {sctid: e.questionId})
with e, r, f
where r is null
return e
}}}

To determine the distinct set of questionId values associated with these unlinked questionId nodes:
{{{
match (e:SynopticObservation) where length(e.questionId) > 0
optional match (e)-[r:HAS_QUESTION]-(f:ObjectConcept {sctid: e.questionId})
with e, r, f
where r is null
return distinct e.questionId
}}}

To look for unlinked answerId values in SynopticObservation nodes:
{{{
match (e:SynopticObservation) where length(e.answerId) > 0
optional match (e)-[r:HAS_ANSWER]-(f:ObjectConcept {sctid: e.answerId})
with e, r, f
where r is null
return e
}}}

To look for the answerId values associated with these SynopticObservation nodes:
{{{
match (e:SynopticObservation) where length(e.answerId) > 0
optional match (e)-[r:HAS_ANSWER]-(f:ObjectConcept {sctid: e.answerId})
with e, r, f
where r is null
return distinct e.answerId
}}}

------------------------- Alternate method, using COLLECT ----------------------------

{{{
match (a:SynopticObservation) where length(a.questionId) > 0
with collect(distinct a.questionId) as c1
match (b:ObjectConcept) where b.sctid in c1
with c1,collect(distinct b.sctid) as c2
with c1,c2,filter(id in c1 where not id in c2 and length(id)>0) as c3
with c3
match (a:SynopticObservation) where a.questionId in c3
return 'There are '+length(c3)+' distinct unlinked questionId values, contained in '+count(a)+' SynopticObservation nodes.'
}}}

NOTE: {{{return c3}}} to obtain the exact codes and {{{return a}}} to return the exact SynopticObservation nodes with this issue.

Look for SynopticObservation with a missing answerId:
{{{
match (a:SynopticObservation) where length(a.answerId) > 0
with collect(distinct a.answerId) as c1
match (b:ObjectConcept) where b.sctid in c1
with c1,collect(distinct b.sctid) as c2
with c1,c2,filter(id in c1 where not id in c2 and length(id)>0) as c3
with c3
match (a:SynopticObservation) where a.answerId in c3
return 'There are '+length(c3)+' distinct unlinked answerId values, contained in '+count(a)+' SynopticObservation nodes.'
}}}

NOTE: {{{return c3}}} to obtain the exact codes and {{{return a}}} to return the exact SynopticObservation nodes with this issue.",1497896664679218
24,13:27:12-05:00,jpedersen,comment,9,"(NOTE: JUST FOR INFORMATION, THE SUGGESTION IS TO USE THE CYPHER FROM THE PREVIOUS COMMENT)

I believe the previous comment provides the easiest-to-understand method of determining unlinked questions and answers.  This comment provides an alternative method using the COLLECT clause -- just for information.

Determine SynopticObservation nodes with unlinked questionId values:

{{{
match (a:SynopticObservation) where length(a.questionId) > 0
with collect(distinct a.questionId) as c1
match (b:ObjectConcept) where b.sctid in c1
with c1,collect(distinct b.sctid) as c2
with c1,c2,filter(id in c1 where not id in c2 and length(id)>0) as c3
with c3
match (a:SynopticObservation) where a.questionId in c3
return 'There are '+length(c3)+' distinct unlinked questionId values, contained in '+count(a)+' SynopticObservation nodes.'
}}}

NOTE: {{{return c3}}} to obtain the exact codes and {{{return a}}} to return the exact SynopticObservation nodes with this issue.

Look for SynopticObservation with a missing answerId:
{{{
match (a:SynopticObservation) where length(a.answerId) > 0
with collect(distinct a.answerId) as c1
match (b:ObjectConcept) where b.sctid in c1
with c1,collect(distinct b.sctid) as c2
with c1,c2,filter(id in c1 where not id in c2 and length(id)>0) as c3
with c3
match (a:SynopticObservation) where a.answerId in c3
return 'There are '+length(c3)+' distinct unlinked answerId values, contained in '+count(a)+' SynopticObservation nodes.'
}}}

NOTE: {{{return c3}}} to obtain the exact codes and {{{return a}}} to return the exact SynopticObservation nodes with this issue."
24,10:58:41-05:00,jpedersen,_comment3,"Specifically, this issue relates to SynopticObservation nodes, which have either a questionId or answerId which do not link to SNOMED CT codes in the database.

To look for SynopticObservation nodes with unlinked questionId:
{{{
match (e:SynopticObservation) where length(e.questionId) > 0
optional match (e)-[r:HAS_QUESTION]-(f:ObjectConcept {sctid: e.questionId})
with e, r, f
where r is null
return e
}}}

To determine the distinct set of questionId values associated with these unlinked questionId nodes:
{{{
match (e:SynopticObservation) where length(e.questionId) > 0
optional match (e)-[r:HAS_QUESTION]-(f:ObjectConcept {sctid: e.questionId})
with e, r, f
where r is null
return distinct e.questionId
}}}

To look for unlinked answerId values in SynopticObservation nodes:
{{{
match (e:SynopticObservation) where length(e.answerId) > 0
optional match (e)-[r:HAS_ANSWER]-(f:ObjectConcept {sctid: e.answerId})
with e, r, f
where r is null
return e
}}}

To look for the answerId values associated with these SynopticObservation nodes:
{{{
match (e:SynopticObservation) where length(e.answerId) > 0
optional match (e)-[r:HAS_ANSWER]-(f:ObjectConcept {sctid: e.answerId})
with e, r, f
where r is null
return distinct e.answerId
}}}

",1497896943259881
24,10:58:41-05:00,jpedersen,_comment4,"Specifically, this issue relates to SynopticObservation nodes, which have either a questionId or answerId which do not link to SNOMED CT codes in the database.

NOTE: the ""with"" clause after the OPTIONAL MATCH is crucial to this operation.  Attemping to use ""where r is null"" in the OPTIONAL MATCH will yield an incorrect (too large) result. See:
https://dzone.com/articles/new-neo4j-optional

To look for SynopticObservation nodes with unlinked questionId:
{{{
match (e:SynopticObservation) where length(e.questionId) > 0
optional match (e)-[r:HAS_QUESTION]-(f:ObjectConcept {sctid: e.questionId})
with e, r, f
where r is null
return e
}}}

To determine the distinct set of questionId values associated with these unlinked questionId nodes:
{{{
match (e:SynopticObservation) where length(e.questionId) > 0
optional match (e)-[r:HAS_QUESTION]-(f:ObjectConcept {sctid: e.questionId})
with e, r, f
where r is null
return distinct e.questionId
}}}

To look for unlinked answerId values in SynopticObservation nodes:
{{{
match (e:SynopticObservation) where length(e.answerId) > 0
optional match (e)-[r:HAS_ANSWER]-(f:ObjectConcept {sctid: e.answerId})
with e, r, f
where r is null
return e
}}}

To look for the answerId values associated with these SynopticObservation nodes:
{{{
match (e:SynopticObservation) where length(e.answerId) > 0
optional match (e)-[r:HAS_ANSWER]-(f:ObjectConcept {sctid: e.answerId})
with e, r, f
where r is null
return distinct e.answerId
}}}

",1497896988404108
24,10:58:41-05:00,jpedersen,_comment5,"Specifically, this issue relates to SynopticObservation nodes, which have either a questionId or answerId which do not link to SNOMED CT codes in the database.

NOTE: the ""with"" clause after the OPTIONAL MATCH in the following CYPHER queries is crucial to correct operation.  Attemping to use ""where r is null"" in the OPTIONAL MATCH will yield an incorrect (too large) result. See: https://dzone.com/articles/new-neo4j-optional

To look for SynopticObservation nodes with unlinked questionId:
{{{
match (e:SynopticObservation) where length(e.questionId) > 0
optional match (e)-[r:HAS_QUESTION]-(f:ObjectConcept {sctid: e.questionId})
with e, r, f
where r is null
return e
}}}

To determine the distinct set of questionId values associated with these unlinked questionId nodes:
{{{
match (e:SynopticObservation) where length(e.questionId) > 0
optional match (e)-[r:HAS_QUESTION]-(f:ObjectConcept {sctid: e.questionId})
with e, r, f
where r is null
return distinct e.questionId
}}}

To look for unlinked answerId values in SynopticObservation nodes:
{{{
match (e:SynopticObservation) where length(e.answerId) > 0
optional match (e)-[r:HAS_ANSWER]-(f:ObjectConcept {sctid: e.answerId})
with e, r, f
where r is null
return e
}}}

To look for the answerId values associated with these SynopticObservation nodes:
{{{
match (e:SynopticObservation) where length(e.answerId) > 0
optional match (e)-[r:HAS_ANSWER]-(f:ObjectConcept {sctid: e.answerId})
with e, r, f
where r is null
return distinct e.answerId
}}}

",1497897061274150
29,05:35:15-05:00,campbell,comment,1,"Note that our AP/MP Observables coding project is structuring and coding the synoptic report findings.  We will be storing the Observation_facts with 
CONCEPT_CD = LOINC with map to our extension codes
TVAL_CHAR or NVAL_NUM will store result depending on datatype and valueset
UNITS is defined by Observable
INSTANCE_NUM will be rendition of synoptic case identifier"
26,10:33:13-05:00,campbell,comment,5,"Must Load LOINC 2.61 into Epic; coordinate with Jane Carrothers.
Update ontology build to include 2.61 additions."
9,11:10:47-05:00,wcampbel,comment,21,"Yesh completed panel code load.  JRC and Yesh to review and load Loinc 2.61

WSC to nag Klan and Murphy for a call.  Possibly with NCBO/Musen"
27,11:11:37-05:00,wcampbel,status,new,closed
27,11:11:37-05:00,wcampbel,resolution,,wontfix
27,11:11:37-05:00,wcampbel,comment,5,Not pursing anymore
3,11:12:31-05:00,wcampbel,comment,10,We will reconcile UNMC with ICCR input before implementing.
13,11:33:37-05:00,wcampbel,comment,6,"Meet with Linsey today at 12 re: her involvement.

JRC to continue to develop model for graph and i2b2"
20,11:35:52-05:00,wcampbel,comment,10,"JGP developed info model for NE CARES and SNOMED CT semantic core

RN ongoing dev for modeling

Working on melding info model with metadata model for query generation."
25,11:36:32-05:00,wcampbel,comment,8,Yesh to work on box storage
26,11:37:27-05:00,wcampbel,comment,6,Yesh to load LOINC 2.61
29,11:41:32-05:00,wcampbel,comment,2,JRC and JGP to flesh out one example of synoptic report in graph to i2b2.
29,06:27:09-05:00,campbell,comment,3,"Jay
Can you please grab a synoptic report that has been issued and filed in NECARES?  If in HL7 format, perhaps you can save it to the MySQL that Phil created?
Jim"
29,17:11:01-05:00,campbell,comment,4,"SYNOPTIC DATA PROCESSING FROM HL7 MESSAGES (discussion JGP and JRC)

1)	Compute PATIENT_NUM from PID segment
2)	Hash and prepare INSTANCE_NUM from OBR segment
3)	Extract relevant ENCOUNTER_NUM and LOCATIO_CD from PV1 data?
4)	Process individual OBX segments as individual OBSERVATION_FACTS with identifiers from steps 1-3
5)	OBX segments wirh CWE datatype and ONLY coded element in field 5: Fld_3 goes to CONCEPT_CD, Fld 5 goes to TVAL_CHAR; construct METADATAXML for the observable to be enumerated list with valueset reported
6)	OBX segments with CWE datatype and 7964007|OTHER| in Fld 5: Fld_3 goes to CONCEPT_CD, comment field goes to CLOB, METADATAXML is constructed as STRING data type for now
7)	OBX segments with TX datatype: Fld_3 goes to CONCEPT_CD, comment field goes to CLOB, METADATAXML is constructed as STRING data type 
8)	OBX segment with NM datatype: Fld_3 goes to CONCEPT_CD, Fld 5 numeric segment to NVAL_NUM, Fld 6 to UNITS_CD; METADATAXML prepared for INTEGER or FLOAT datatype and normal ranges are added if possible.
"
29,17:13:21-05:00,campbell,comment,5,JGP will inventory unique text strings reported as OTHER by pathologists indexed by Observables code in order to support WSC and JRC review with the clinical pathologists
29,07:21:15-05:00,campbell,comment,6,"Updated 6/29/17

SYNOPTIC DATA PROCESSING
1)	Compute PATIENT_NUM from PID segment
2)	Hash and prepare INSTANCE_NUM from OBR segment
3)	Extract relevant ENCOUNTER_NUM, PROVIDER_ID, START_DATE and LOCATION_CD from PV1 data?
4)	Process individual OBX segments as individual OBSERVATION_FACTS with identifiers from steps 1-3
5)	OBX segments with CWE datatype and ONLY coded element in field 5: Fld_3 converted to LOINC code goes to CONCEPT_CD, Fld 5 goes to TVAL_CHAR; construct METADATAXML for the observable to be enumerated list with valueset reported
6)	OBX segments with CWE datatype and 7964007|OTHER| in Fld 5: Fld_3 converted to LOINC code goes to CONCEPT_CD, comment field goes to CLOB, METADATAXML is constructed as STRING data type for now
7)	OBX segments with TX datatype: Fld_3 converted to LOINC code goes to CONCEPT_CD, comment field goes to CLOB, METADATAXML is constructed as STRING data type 
8)	OBX segment with NM datatype: Fld_3 converted to LOINC code goes to CONCEPT_CD, Fld 5 numeric segment to NVAL_NUM, Fld 6 to UNITS_CD; METADATAXML prepared for INTEGER or FLOAT datatype and normal ranges are added if possible.
"
26,06:51:52-05:00,campbell,comment,7,All but one LOINC code for anatomic and molecular pathology released within LOINC v2.61.  SNOMED CT - LOINC concept map in SNOWOWL needs to be supplemented with these new maps to serve the LOINC ontology build V1.
30,07:10:33-05:00,campbell,comment,1,Messaging from COPATH needs to support LOINC codes (as well as SNOMED CT?) in all pathology observations reported.
25,15:27:43-05:00,yeshwanth.narayana,comment,9,"Modified the python program to backup gitlab.
Every day at 2:10am GITLAB gets backedup along with TRAC.
We need to decide where to save these backup files."
25,15:30:51-05:00,wcampbel,comment,10,"Yesh, please have these files  saved along with all other NE CARES files within the RITO backup environment"
31,11:49:10-05:00,jpedersen,status,assigned,closed
31,11:49:10-05:00,jpedersen,resolution,,fixed
31,11:49:10-05:00,jpedersen,comment,1,"Report created and sent to Jim Campbell and Scott Campbell on July 6, 2017.

The report indicates the caseId involved in all of these cases.

{{{
Now there is one row for each and every 'Other' response.

Statistics:

  576 HL7 messages examined
  917 times that 'other' was entered in those HL7 messages (many opportunities in each HL7 message)
  197 cases (distinct caseId values), where 'other' entered
  64 distinct questions where 'other' was entered

Oracle: CAMPBELL.BD2K_OTHER_RESPONSES on IDWK

CSV and spreadsheet -- attached
}}}

A GITLAB project contains the source code and results.

http://10.8.22.222:8090/BD2K_PROJECTS/SYNRPT_OTHER_RESPONSES_20170706"
9,11:09:11-05:00,wcampbel,comment,22," Yesh is working on observable metadata for JRC to present on GPC call tomorrow, 7/11.

No responses form Klann and Murphy...Hmmm.

Shrine spoke items pending Ashok's SLA and pricing to WSC.  (It is on Mike Zietz's work list, but no more data that we know of.)"
9,11:09:28-05:00,wcampbel,comment,23," Yesh is working on observable metadata for JRC to present on GPC call tomorrow, 7/11.

No responses form Klann and Murphy...Hmmm.

Shrine spoke items pending Ashok's SLA and pricing to WSC.  (It is on Mike Zietz's work list, but no more data that we know of.)"
26,11:10:24-05:00,wcampbel,comment,8,See ticket #9
20,11:13:28-05:00,wcampbel,comment,11,JGP has developed schematic for two options.  Rachael working on one set of path options.  Meeting on Wednesday to discuss.
25,11:14:36-05:00,wcampbel,comment,11,Trac is being backed up.  Gitlab now backing up.  Yesh still needs config details from RITO.
29,11:19:24-05:00,wcampbel,comment,7,"JGP working to resolve ""other"" items.

Also, how best to import into i2b2.  JGP and JRC."
24,11:20:11-05:00,wcampbel,status,assigned,closed
24,11:20:11-05:00,wcampbel,resolution,,invalid
24,11:20:11-05:00,wcampbel,comment,10,
32,12:50:56-05:00,campbell,comment,1,"Phone participants:
•	megan@mraia.org - organizer
•	kdoshi@cookcountyhhs.org
•	jasmin@mraia.org
•	wtrick@cookcountyhhs.org
•	apatino@cookcountyhhs.org
•	craig@mraia.org
•	hzhang@cookcountyhhs.org


"
20,11:21:47-05:00,jpedersen,comment,12,"JGP designing schema changes, to the point where agreement has been reached.  WHich is ... that domain-specific edges will be used to drive the visualization.  Different edge types for Colon Cancer Synoptic Reports versus Breast Cancer Synoptic Reports, for example.

Additionaly, prototype schema changes are being designed -- which have not yet been agreed to, but which will be discussed at the next GUI meeting ... to be held this Wednesday (July 19, 2017).  The current idea is to be able to find the associated patient set for each piece of information being queried."
29,12:50:39-05:00,campbell,comment,8,Nucleotide sequence data pertinent to cancer synoptics: 50 gene panel loaded into SNOMED CT for MP development
32,08:30:27-05:00,jpedersen,comment,2,"Work in progress.  Using code used to create SCILHS MEDICATIONS to create these tables with the same core information.  30% done, expect to complete within the next two weeks."
32,08:30:27-05:00,jpedersen,_comment0,"Work in progress.  Using core code used to create SCILHS MEDICATIONS to create these tables with the same core information.  30% done, expect to complete within the next two weeks.",1500643858672061
9,11:10:31-05:00,wcampbel,comment,24,Meeting set for 8/2/2017 with Jeff Klann and Sean Murphy to discuss.  Their initial response to concept model is up for discussion.
29,11:14:49-05:00,wcampbel,comment,9,"WSC needs to fix some of the value sets (""other""; reuse of SNOMED CT concepts in same value set).

JGP full extract and reconcile plan.  Incremental not currently plausible until overall i2b2 incremental update plan."
13,11:18:11-05:00,wcampbel,comment,7,Staff position for this role now approved.  To be posted within one week.
25,11:25:30-05:00,wcampbel,comment,12,Plan is to replicate the production process for Dev per RITO.  Yesh to complete today
25,09:26:49-05:00,yeshwanth.narayana,comment,13,The backup is now being stored on RITO machine.
25,09:27:10-05:00,yeshwanth.narayana,status,assigned,closed
25,09:27:10-05:00,yeshwanth.narayana,resolution,,fixed
25,09:27:10-05:00,yeshwanth.narayana,comment,14,
29,11:13:16-05:00,wcampbel,comment,10,"Scott to review ""other"" items and determine codification. Scott/Jay to write/store and run an ""other"" in NE CARES (Canned report with Phil)

Current plan to move data to i2b2 is via ETL from Graph"
13,11:15:09-05:00,wcampbel,comment,8,"JRC completing algorithm for review by JGP, PC and LD (Linsey Donner)

Staff position posted for NU applicants first"
20,11:24:51-05:00,wcampbel,comment,13,"WSC to discuss with Geoff use of observable and histology type in lieu of ""disorder"" concepts for non-synoptically reported tissue"
9,11:32:39-05:00,wcampbel,comment,25,"Wednesday call with Jeff Klann/Shawn Murphy.


RxNorm work to do (new content)

SNOMED CT - still need their comments

LOINC - Lab observables by this week (JRC); published before JRC's holiday (8/12 - 9/12)"
32,11:35:01-05:00,wcampbel,comment,3,JGP to move to Yesh.  Yesh follow up with Jay today regarding method/requirements.  
30,11:35:51-05:00,wcampbel,comment,2,"WSC to correct ambiguous codes and ""others"""
3,11:39:15-05:00,wcampbel,comment,11,"WSC/JGP to review and come up with final FSN via ICCR input.

WSC to schedule sharing time with ICCR folks."
3,11:40:02-05:00,wcampbel,comment,12,WSC to review value sets for CAP sheets
4,11:40:52-05:00,wcampbel,comment,8,JRC/WSC to discuss workplan with Jim visit the large turtles
10,11:41:40-05:00,wcampbel,status,assigned,closed
10,11:41:40-05:00,wcampbel,resolution,,fixed
10,11:41:40-05:00,wcampbel,comment,22,
34,13:00:40-05:00,jpedersen,description,"The code that creates the SNOMED CT core can be improved by the following

#1. Validate that the interface to NEO4J is working,
    and specifically that LOAD CSV commands will work.

Currently, if there is a NEO4J issue ... it is not determined until a lot of work has already been done (creation of CSV files and CYPHER files).

It would be better to ensure that NEO4J access is working up-front, rather than generate an error after a significant amount of time.

#2. Support python version 3 (currently only supports python version 2.7)

The effort for these items is low to medium, less than a day for the first and perhaps two days for the second.
","The code that creates the SNOMED CT core can be improved by the following

#1. Validate that the interface to NEO4J is working,
    and specifically that LOAD CSV commands will work.

Currently, if there is a NEO4J issue ... it is not determined until a lot of work has already been done (creation of CSV files and CYPHER files).

It would be better to ensure that NEO4J access is working up-front, rather than generate an error after a significant amount of time.

#2. Support python version 3 (currently only supports python version 2.7)

The effort for these items is low to medium, less than a day for the first and perhaps two days for the second.

#3. Ensure that all errors that occur are logged in build.log

If the LOAD CSV command fails, the reason for the failure needs to be logged in build.log so a user can use that to inform them of the exact problem that is occurring.
"
34,13:00:40-05:00,jpedersen,comment,1,
13,14:10:58-05:00,campbell,cc,campbell@unmc.edu,"campbell@unmc.edu, wcampbel@unmc.edu"
13,14:10:58-05:00,campbell,comment,9,
13,14:13:39-05:00,campbell,comment,10,"Expanded architecture document to include ontology builds and sample of structured data extraction.  Attached as updated 'PROTOCOL FOR ENTERPRISE ANTIBIOGRAM'

It was obvious at our last discussion that the srchitecture of the Graph database is not my forte, so I included just an ER graphic for mock-up
Jim"
9,09:46:15-05:00,campbell,comment,26,"Conference call with Harvard this date agreed:
1) a) tootltip changes to better show context
b) Nebraska to publish i2b2 meds metadata for trial use asap
2) Nebraska to prepare documentation and advice on use
3) Nebraska to review 14k code modifications provided by Jeff Klann in attached file (moved_rxnorm.xlsx) and respond regarding reasons for change
4) Fall AMIA i2b2 meeting to focus on medication metadata use cases and SCILHS standardization
5) (Medication ETLs to other Epic sites discussed only)"
3,11:19:18-05:00,wcampbel,comment,13,JRC to wrap up this week.
4,11:19:54-05:00,wcampbel,comment,9,JRC to tell WSC what needs to be done in JRC's absence.
9,11:28:42-05:00,wcampbel,comment,27,"RxNorm to SCILHS issues identified as history management.  Murphy and Klann have not responded.  JGP/JRC to discuss tooltip enhancements.

Yesh to have lab metadata done by tomorrow end of day.

Jay to issue modifiers for SNOMED CT dx's (problem list vs. encounter Dx) to Klann, Murphy"
13,11:35:09-05:00,wcampbel,comment,11,Reviewed JRC's updated model.  Instantiation  pending new hire.
19,11:42:29-05:00,wcampbel,comment,5,"Still waiting on JAMIA response to reviewers for Wonky manuscript.

JRC/JGP to begin rewrite of RxNorm paper on ONC deficiencies (Do ONC terminologies meet desiderata criteria for use?  Also, for historical management of medications.)

WSC awaiting final feedback from Alexis Carter, Mark Routbort

Discuss Spring AMIA later this week."
28,12:02:19-05:00,wcampbel,comment,1,Refer to SCILHS items
30,12:02:42-05:00,wcampbel,comment,3,Still in WSC's court
35,12:05:28-05:00,wcampbel,comment,1,WSC to get involved with group this week to move project ahead
32,12:07:57-05:00,wcampbel,comment,4,"New user in oracle for Capricorn to create schema.

Yesh to have tables to share and distribute to Capricorn by Friday.  Yesh to share data definition on tables with JRC today."
